property_id,zipcode_freq,property_max_guests,property_bathrooms,property_bedrooms,property_beds,host_id_freq,host_for_x_months,host_response_rate,host_nr_listings,booking_price_covers,booking_min_nights,booking_max_nights,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,booking_cancel_policy,reviews_num,reviews_rating,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,target,property_type_Bed & Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,property_type_infrequent_sklearn,property_room_type_Private room,property_room_type_Shared room,brussels,antwerp,host_near_property,extra_score,host_verified_score,amenities_score,last_updated_in_months
4458,0.2246343341031562,2,1.0,0.0,2.0,0.0004618937644341,54,98.0,3.0,2,1,30,13,30,55,330,3,81,89.0,9.0,9.0,10.0,9.0,9.0,9.0,5.86,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,17.0,1
4459,0.2246343341031562,4,1.0,2.0,3.0,0.0004618937644341,54,98.0,3.0,2,1,1125,17,24,51,52,3,11,91.0,9.0,9.0,9.0,10.0,9.0,9.0,2.19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,16.0,0
4460,0.2246343341031562,4,1.0,1.0,2.0,0.0004618937644341,54,98.0,3.0,2,1,60,11,28,55,56,3,130,88.0,10.0,9.0,9.0,9.0,8.0,9.0,2.61,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,15.0,0
4461,0.0988452655889145,4,1.0,2.0,2.0,0.0001539645881447,54,100.0,1.0,4,3,1125,0,0,0,0,3,12,92.0,9.0,7.0,9.0,10.0,9.0,9.0,0.23,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,8.0,5
4462,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,2,1125,0,0,0,249,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,14.0,10
4463,0.0210931485758275,2,1.0,3.0,1.0,0.0001539645881447,21,90.0,1.0,1,2,1125,14,30,49,50,2,3,100.0,10.0,9.0,10.0,10.0,9.0,9.0,1.84,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,14.0,0
4464,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,2,10,15,17,25,44,94,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,17.0,2
4465,0.0700538876058506,4,1.0,2.0,4.0,0.0003079291762894,21,100.0,2.0,2,1,1125,15,39,48,307,4,94,95.0,9.0,10.0,10.0,10.0,10.0,10.0,5.47,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,14.0,0
4466,0.0700538876058506,4,2.0,2.0,4.0,0.0003079291762894,21,100.0,2.0,2,1,180,13,36,47,313,4,99,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.83,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,16.0,0
4467,0.0101616628175519,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,2,1125,15,32,52,143,2,4,95.0,9.0,10.0,10.0,10.0,10.0,10.0,1.46,65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,15.0,1
4468,0.0284834488067744,6,1.0,1.0,4.0,0.0001539645881447,21,100.0,1.0,1,1,1125,0,0,0,0,3,5,80.0,9.0,5.0,10.0,10.0,9.0,9.0,1.34,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,17.0,2
4469,0.0363356428021555,3,1.0,2.0,2.0,0.0001539645881447,21,100.0,1.0,1,2,33,23,47,77,77,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,14.0,0
4470,0.0560431100846805,2,1.0,0.0,2.0,0.0001539645881447,21,67.0,1.0,1,5,150,6,36,66,214,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,11.0,0
4471,0.0988452655889145,2,1.0,0.0,1.0,0.0001539645881447,54,100.0,1.0,1,2,1125,0,0,0,0,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,10.0,12
4472,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,1,30,3,33,63,63,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,21.0,0
4473,0.0135488837567359,2,1.0,0.0,2.0,0.0001539645881447,21,100.0,1.0,2,3,1125,0,0,0,218,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,21.0,10
4474,0.2246343341031562,3,1.0,1.0,3.0,0.0001539645881447,54,100.0,1.0,1,1,1125,2,12,26,278,4,386,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7.19,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,18.0,0
4475,0.0363356428021555,1,2.0,1.0,1.0,0.0001539645881447,21,0.0,1.0,1,1,1125,30,60,90,365,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,14.0,13
4476,0.0363356428021555,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,1,1125,30,60,90,365,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,12.0,54
4477,0.0363356428021555,2,1.0,1.0,1.0,0.0003079291762894,21,100.0,2.0,1,1,1125,0,0,0,0,3,3,93.0,10.0,9.0,8.0,8.0,9.0,8.0,0.18,150,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,23.0,18
4478,0.0363356428021555,3,2.0,2.0,2.0,0.0003079291762894,21,100.0,2.0,1,1,1125,0,0,0,0,3,1,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.06,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,21.0,16
4479,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,54,70.0,1.0,2,3,90,6,14,26,263,2,182,95.0,10.0,10.0,10.0,10.0,9.0,10.0,3.82,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,13.0,0
4480,0.1485758275596612,2,1.0,1.0,1.0,0.0004618937644341,21,98.0,3.0,1,1,1125,4,8,8,257,3,9,82.0,9.0,8.0,10.0,9.0,10.0,9.0,2.03,68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,15.0,0
4481,0.1485758275596612,3,1.0,1.0,2.0,0.0004618937644341,21,98.0,3.0,1,1,1125,13,37,62,311,3,70,84.0,9.0,8.0,10.0,9.0,9.0,8.0,3.38,75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,19.0,0
4482,0.1485758275596612,4,1.0,1.0,3.0,0.0004618937644341,21,98.0,3.0,1,1,1125,14,38,57,122,3,73,80.0,8.0,8.0,9.0,9.0,9.0,8.0,3.91,150,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,17.0,0
4483,0.0157043879907621,1,1.0,1.0,1.0,0.0006158583525789,54,100.0,4.0,1,4,1125,4,4,33,308,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,13.0,0
4484,0.0157043879907621,1,1.0,1.0,1.0,0.0006158583525789,54,100.0,4.0,1,4,1125,0,19,49,324,2,4,87.0,9.0,10.0,10.0,9.0,10.0,8.0,0.1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,12.0,0
4485,0.0157043879907621,1,1.0,1.0,1.0,0.0006158583525789,54,100.0,4.0,1,4,1125,8,38,68,343,2,6,83.0,9.0,9.0,9.0,9.0,8.0,8.0,0.14,75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,12.0,0
4486,0.0157043879907621,1,1.0,1.0,1.0,0.0006158583525789,54,100.0,4.0,1,4,1825,9,18,40,315,2,7,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.16,85,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,12.0,0
4487,0.0409545804464973,3,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,10,16,34,42,43,4,20,94.0,9.0,10.0,10.0,10.0,8.0,10.0,6.98,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,17.0,0
4488,0.2246343341031562,4,1.0,1.0,2.0,0.0001539645881447,21,83.0,1.0,2,3,5,24,54,84,96,2,25,93.0,9.0,9.0,10.0,10.0,9.0,9.0,2.21,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,27.0,0
4496,0.0178598922247882,3,1.0,2.0,2.0,0.0001539645881447,54,50.0,1.0,1,7,300,11,41,44,258,2,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.16,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,11.0,0
4497,0.1485758275596612,1,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,6,1125,23,53,83,358,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,12.0,4
4498,0.0204772902232486,1,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,1125,20,33,54,82,2,30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.6,88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,15.0,0
4499,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,1125,16,46,76,76,2,22,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1.51,165,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,5.0,16.0,0
4500,0.0178598922247882,4,1.0,1.0,1.0,0.0001539645881447,21,88.0,1.0,2,1,2,12,25,40,227,4,3,100.0,9.0,8.0,10.0,10.0,9.0,9.0,1.08,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,20.0,0
4501,0.2246343341031562,4,1.0,2.0,2.0,0.0001539645881447,21,100.0,1.0,1,2,7,0,0,0,0,4,1,80.0,10.0,6.0,8.0,10.0,10.0,10.0,0.05,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,9.0,21
4502,0.0700538876058506,2,1.0,1.0,1.0,0.0003079291762894,54,100.0,2.0,1,2,14,12,34,57,324,3,52,88.0,9.0,9.0,10.0,9.0,10.0,9.0,5.57,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,14.0,0
4503,0.0700538876058506,2,1.0,1.0,1.0,0.0003079291762894,54,100.0,2.0,1,2,1125,16,46,76,166,4,4,85.0,10.0,10.0,9.0,8.0,10.0,9.0,1.46,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,12.0,0
4504,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,54,57.0,1.0,1,1,1125,30,60,90,365,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,120,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,14.0,15
4505,0.024172440338722,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,14,0,0,0,0,3,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,15.0,4
4506,0.2246343341031562,2,1.0,1.0,1.0,0.0003079291762894,21,100.0,2.0,1,2,1125,15,45,75,76,4,17,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0.85,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,18.0,0
4507,0.2246343341031562,1,1.0,1.0,1.0,0.0003079291762894,21,100.0,2.0,1,2,1125,29,59,89,364,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,10.0,7
4508,0.1485758275596612,2,1.0,0.0,1.0,0.0001539645881447,54,100.0,1.0,2,2,1125,25,52,82,357,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,18.0,0
4509,0.1485758275596612,1,2.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,3,1125,0,0,0,0,3,2,100.0,9.0,9.0,9.0,10.0,10.0,10.0,0.1,19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,9.0,1
4510,0.0135488837567359,2,1.0,1.0,1.0,0.0001539645881447,75,100.0,1.0,2,2,14,21,38,68,343,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,140,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,8.0,4
4511,0.2246343341031562,4,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,1125,10,40,70,345,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0
4512,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,21,80.0,1.0,1,3,1125,0,15,45,45,3,7,93.0,10.0,10.0,10.0,10.0,9.0,10.0,3.56,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,10.0,0
4513,0.0700538876058506,4,1.0,2.0,4.0,0.0003079291762894,54,100.0,2.0,4,1,365,0,0,0,253,2,9,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0.39,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,28.0,1
4515,0.048960739030023,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,1125,0,6,36,311,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,4
4516,0.2246343341031562,2,1.0,0.0,1.0,0.0001539645881447,21,60.0,1.0,1,2,1125,22,52,82,357,4,19,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1.49,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,13.0,1
4517,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,6,14,39,300,2,110,95.0,10.0,10.0,10.0,10.0,10.0,10.0,7.67,160,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,15.0,1
4518,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,1,4,12,240,2,129,96.0,10.0,10.0,10.0,10.0,10.0,10.0,9.26,69,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,15.0,0
4520,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,1,11,34,296,2,39,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6.57,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,19.0,1
4521,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,6,21,43,300,2,33,95.0,10.0,10.0,10.0,10.0,10.0,9.0,6.27,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,21.0,0
4522,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,3,17,40,265,2,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.47,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,21.0,1
4523,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,0,3,17,210,2,56,97.0,10.0,10.0,10.0,10.0,10.0,10.0,10.91,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,22.0,1
4524,0.2246343341031562,2,1.0,1.0,2.0,0.0013856812933025,21,100.0,10.0,1,1,1125,5,9,24,238,2,41,94.0,9.0,10.0,10.0,10.0,10.0,9.0,7.64,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,22.0,0
4525,0.2246343341031562,2,1.0,1.0,3.0,0.0013856812933025,21,100.0,10.0,2,2,1125,7,32,62,299,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,16.0,1
4526,0.2246343341031562,5,2.0,3.0,4.0,0.0013856812933025,21,100.0,10.0,2,2,1125,5,12,24,42,2,91,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5.75,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,22.0,0
4527,0.2246343341031562,2,1.0,0.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,1125,5,13,34,306,2,83,91.0,10.0,10.0,9.0,10.0,10.0,9.0,4.07,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,14.0,0
4528,0.0700538876058506,2,1.0,0.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,14,20,50,80,80,4,7,100.0,10.0,9.0,10.0,10.0,10.0,9.0,5.12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,13.0,0
4529,0.0284834488067744,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,365,15,41,53,312,3,35,99.0,10.0,9.0,10.0,10.0,9.0,10.0,2.32,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,22.0,1
4530,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,6,22,0,0,0,0,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,10.0,1
4531,0.0700538876058506,2,1.5,1.0,1.0,0.0001539645881447,54,0.0,1.0,1,1,1125,27,57,87,362,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,11.0,10
4532,0.048960739030023,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,5,31,7,37,66,270,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,11.0,0
4533,0.1485758275596612,4,1.0,2.0,2.0,0.0001539645881447,21,100.0,1.0,1,2,1125,5,9,9,45,3,127,95.0,10.0,10.0,10.0,10.0,10.0,9.0,6.37,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,15.0,0
4534,0.1485758275596612,4,1.0,2.0,2.0,0.0001539645881447,54,100.0,1.0,2,2,1125,0,0,0,0,3,18,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.81,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,20.0,10
4535,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,2,90,4,8,19,79,4,162,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.31,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,19.0,0
4536,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,1,3,1125,2,31,61,336,3,44,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.83,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,6.0,0
4537,0.1485758275596612,2,1.0,0.0,1.0,0.0001539645881447,21,100.0,1.0,1,2,1125,3,3,3,3,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0
4538,0.0409545804464973,4,1.0,2.0,3.0,0.0001539645881447,54,100.0,1.0,2,1,1125,4,29,33,307,3,47,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.38,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,20.0,0
4539,0.0132409545804464,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,1125,0,0,0,0,4,6,73.0,9.0,7.0,9.0,9.0,9.0,7.0,0.46,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,16.0,13
4540,0.0157043879907621,2,1.0,1.0,2.0,0.0003079291762894,21,100.0,2.0,1,2,1125,19,38,38,111,4,30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.52,80,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,18.0,0
4541,0.0157043879907621,2,1.0,1.0,1.0,0.0003079291762894,21,100.0,2.0,1,2,1125,0,0,0,80,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,16.0,0
4542,0.0135488837567359,2,2.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,2,2,1125,20,39,50,321,3,47,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.33,50,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,20.0,0
4543,0.0363356428021555,2,1.0,0.0,2.0,0.0001539645881447,21,86.0,1.0,1,3,120,29,59,89,179,3,7,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.49,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,18.0,0
4544,0.042802155504234,2,1.0,1.0,2.0,0.0001539645881447,54,50.0,1.0,1,1,1125,30,60,90,365,3,2,94.0,10.0,10.0,8.0,10.0,10.0,8.0,0.05,75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,8.0,19
4545,0.2246343341031562,3,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,2,7,30,0,0,0,153,2,12,83.0,9.0,8.0,9.0,9.0,9.0,8.0,0.25,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,11.0,5
4546,0.0988452655889145,4,1.0,1.0,1.0,0.0001539645881447,54,100.0,1.0,2,5,1125,0,8,38,313,3,3,93.0,9.0,9.0,9.0,10.0,10.0,9.0,0.16,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,14.0,0
4547,0.048960739030023,4,2.0,2.0,2.0,0.0001539645881447,21,100.0,1.0,1,1,1125,0,0,0,128,4,4,75.0,9.0,6.0,8.0,7.0,7.0,7.0,0.21,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,9.0,19
4548,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,21,57.0,1.0,1,1,1125,0,5,5,251,4,4,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0.28,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,17.0,0
4551,0.0988452655889145,4,1.0,1.0,3.0,0.0004618937644341,54,0.0,3.0,2,10,9999,0,0,0,266,3,10,88.0,9.0,9.0,10.0,9.0,9.0,9.0,0.27,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,14.0,0
4552,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,5,9,0,0,0,0,4,1,80.0,8.0,6.0,10.0,10.0,10.0,8.0,0.05,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,8.0,13
4553,0.042802155504234,5,1.0,2.0,3.0,0.0001539645881447,54,88.0,1.0,2,2,14,29,54,78,125,3,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,11.0,1
4554,0.1485758275596612,3,1.0,1.0,1.0,0.0001539645881447,21,90.0,1.0,1,1,1125,0,0,0,93,4,13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.69,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,10.0,0
4555,0.0700538876058506,2,1.0,1.0,1.0,0.0001539645881447,21,100.0,1.0,1,1,1125,10,20,40,40,2,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,13.02,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,21.0,0
